Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Direction	GO terms (biological process)	GO terms (molecular function)	Pathways of gene	Accession-2
RSAU_RS07180	RSAU_RS07180	1472432	1472518	RSAU_RS07180-MONOMER	-				
RSAU_RS03430	RSAU_RS03430	715419	716972	RSAU_RS03430-MONOMER	+		GO:0005215		RSAU_000666
RSAU_RS06395	RSAU_RS06395	1301938	1302513	RSAU_RS06395-MONOMER	+				RSAU_001208
RSAU_RS12755	RSAU_RS12755	2529292	2531031	RSAU_RS12755-MONOMER	-				RSAU_002380
RSAU_RS13215	RSAU_RS13215	2620460	2620957	RSAU_RS13215-MONOMER	-				RSAU_002462
RSAU_RS12135	RSAU_RS12135	2402894	2404252	RSAU_RS12135-MONOMER	-			PWY0-1507	RSAU_002265
RSAU_RS01105	RSAU_RS01105	258160	259074	RSAU_RS01105-MONOMER	-			RIBOKIN-PWY	RSAU_000215
RSAU_RS04940	RSAU_RS04940	1015377	1015982	RSAU_RS04940-MONOMER	-				RSAU_000946
RSAU_RS06475	RSAU_RS06475	1316580	1316813	RSAU_RS06475-MONOMER	+				RSAU_001222
RSAU_RS03505	RSAU_RS03505	730949	731932	RSAU_RS03505-MONOMER	+				RSAU_000679
RSAU_RS14050	RSAU_RS14050	990586	990876	RSAU_RS14050-MONOMER	-				
RSAU_RS00090	RSAU_RS00090	23730	23804	RSAU_RS00090-tRNA	+			PWY-5188 // TRNA-CHARGING-PWY // PWY0-1479	RSAU_000018
RSAU_RS08250	RSAU_RS08250	1678567	1679271	RSAU_RS08250-MONOMER	-				RSAU_001551
RSAU_RS12780	RSAU_RS12780	2534015	2534446	RSAU_RS12780-MONOMER	+				RSAU_002384
RSAU_RS12265	RSAU_RS12265	2429322	2429957	RSAU_RS12265-MONOMER	-		GO:0005215		RSAU_002287
RSAU_RS09090	RSAU_RS09090	1848307	1849503	RSAU_RS09090-MONOMER	-				RSAU_001703
RSAU_RS10270	RSAU_RS10270	2054914	2056272	RSAU_RS10270-MONOMER	-			PWY-6386	RSAU_001921
RSAU_RS06195	RSAU_RS06195	1268524	1269015	RSAU_RS06195-MONOMER	+		GO:0005215		RSAU_001177
RSAU_RS09495	RSAU_RS09495	1901848	1902579	RSAU_RS09495-MONOMER	-				RSAU_001778
RSAU_RS05930	RSAU_RS05930	1208986	1209753	RSAU_RS05930-MONOMER	+				RSAU_001126
RSAU_RS01435	RSAU_RS01435	324730	326685	RSAU_RS01435-MONOMER	-				RSAU_000278
RSAU_RS06295	RSAU_RS06295	1290881	1291066	RSAU_RS06295-MONOMER	+				RSAU_001194
RSAU_RS02250	RSAU_RS02250	481900	482024	RSAU_RS02250-MONOMER	+				
RSAU_RS11610	RSAU_RS11610	2301114	2301998	RSAU_RS11610-MONOMER	+				RSAU_002168
RSAU_RS01850	RSAU_RS01850	400878	401576	RSAU_RS01850-MONOMER	+				RSAU_000357
RSAU_RS00975	RSAU_RS00975	232334	233389	RSAU_RS00975-MONOMER	+				RSAU_000193
RSAU_RS14600	RSAU_RS14600	2071720	2071797	RSAU_RS14600-MONOMER	-				
RSAU_RS12055	RSAU_RS12055	2388287	2389006	RSAU_RS12055-MONOMER	-				RSAU_002251
RSAU_RS04620	RSAU_RS04620	951934	952569	RSAU_RS04620-MONOMER	+				RSAU_000884
RSAU_RS10740	RSAU_RS10740	2144934	2147856	RSAU_RS10740-rRNA	-				RSAU_002008
RSAU_RS08025	RSAU_RS08025	1632048	1632167	RSAU_RS08025-MONOMER	-				
RSAU_RS04130	RSAU_RS04130	850452	851273	RSAU_RS04130-MONOMER	+		GO:0005215		RSAU_000789
RSAU_RS07390	RSAU_RS07390	1513366	1513596	RSAU_RS07390-MONOMER	-				RSAU_001389
RSAU_RS11990	RSAU_RS11990	2378396	2379163	RSAU_RS11990-MONOMER	-			PWY-5194	RSAU_002239
RSAU_RS09995	RSAU_RS09995	1998261	1998977	RSAU_RS09995-MONOMER	+				RSAU_001872
RSAU_RS07455	RSAU_RS07455	1523891	1525237	RSAU_RS07455-MONOMER	-			GLYCLEAV-PWY	RSAU_001402
RSAU_RS00480	RSAU_RS00480	108772	110307	RSAU_RS00480-MONOMER	+			PWY-5695 // PWY-7185 // PWY-6608	RSAU_000099
RSAU_RS08055	RSAU_RS08055	1637557	1637934	RSAU_RS08055-MONOMER	-				RSAU_001517
RSAU_RS10725	RSAU_RS10725	2144589	2144660	RSAU_RS10725-tRNA	-			PWY-5188 // TRNA-CHARGING-PWY // PWY0-1479	RSAU_002005
RSAU_RS11965	RSAU_RS11965	2369130	2370689	RSAU_RS11965-MONOMER	-			PWY-5675 // PWY0-1573	RSAU_002234
RSAU_RS07590	RSAU_RS07590	1546268	1548067	RSAU_RS07590-MONOMER	-				RSAU_001427
RSAU_RS00690	RSAU_RS00690	163031	163131	RSAU_RS00690-MONOMER	+				
RSAU_RS01345	RSAU_RS01345	306739	307620	RSAU_RS01345-MONOMER	-			GLCMANNANAUT-PWY // PWY0-1324	RSAU_000261
RSAU_RS07240	RSAU_RS07240	1484764	1485501	RSAU_RS07240-MONOMER	-				RSAU_001361
RSAU_RS01450	RSAU_RS01450	328880	329320	RSAU_RS01450-MONOMER	+				RSAU_000281
RSAU_RS03065	RSAU_RS03065	646360	647655	RSAU_RS03065-MONOMER	-				RSAU_000598
RSAU_RS12925	RSAU_RS12925	2568663	2568791	RSAU_RS12925-MONOMER	-				
RSAU_RS05300	RSAU_RS05300	1084035	1084208	RSAU_RS05300-MONOMER	+				RSAU_001012
RSAU_RS13065	RSAU_RS13065	2589860	2590243	RSAU_RS13065-MONOMER	-			PANTOSYN-PWY // PWY-5155	RSAU_002438
RSAU_RS08030	RSAU_RS08030	1632241	1632714	RSAU_RS08030-MONOMER	-				RSAU_001511
RSAU_RS05710	RSAU_RS05710	1160511	1161611	RSAU_RS05710-MONOMER	+			AMMASSIM-PWY // PWY-5921 // GLUTSYN-PWY // GLUTAMINDEG-PWY // PWY0-162 // ARGSYNBSUB-PWY // PWY-5686 // PWY-4984 // ARGDEGRAD-PWY // CITRULLINE-DEG-PWY	RSAU_001085
RSAU_RS11545	RSAU_RS11545	2286947	2287138	RSAU_RS11545-MONOMER	-				
RSAU_RS10430	RSAU_RS10430	2081059	2082297	RSAU_RS10430-MONOMER	-			1CMET2-PWY // PWY-2161 // GLYSYN-PWY	RSAU_001951
RSAU_RS14460	RSAU_RS14460	2726602	2726691	RSAU_RS14460-MONOMER	-				
RSAU_RS03070	RSAU_RS03070	648076	649803	RSAU_RS03070-MONOMER	+		GO:0005215		RSAU_000599
RSAU_RS12005	RSAU_RS12005	2381425	2381607	RSAU_RS12005-MONOMER	-				RSAU_002242
RSAU_RS10005	RSAU_RS10005	1999344	2000303	RSAU_RS10005-MONOMER	-				RSAU_001873
RSAU_RS07790	RSAU_RS07790	1582971	1584191	RSAU_RS07790-MONOMER	-				RSAU_001465
RSAU_RS05755	RSAU_RS05755	1170763	1171962	RSAU_RS05755-MONOMER	+			PANTOSYN-PWY // COA-PWY	RSAU_001093
RSAU_RS04700	RSAU_RS04700	969019	970194	RSAU_RS04700-MONOMER	-			PWY-7684 // PWY-7817	RSAU_000902
RSAU_RS03205	RSAU_RS03205	674095	674892	RSAU_RS03205-MONOMER	+		GO:0005215		RSAU_000623
RSAU_RS08750	RSAU_RS08750	1791468	1792661	RSAU_RS08750-MONOMER	-			PWY-6151	RSAU_001643
RSAU_RS09240	RSAU_RS09240	1866621	1866713	RSAU_RS09240-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001730
RSAU_RS03700	RSAU_RS03700	769650	769964	RSAU_RS03700-MONOMER	-				RSAU_000712
RSAU_RS00840	RSAU_RS00840	203234	203989	RSAU_RS00840-MONOMER	+				RSAU_000171
RSAU_RS14405	RSAU_RS14405	2503658	2505272	RSAU_RS14405-MONOMER	-				
RSAU_RS14175	RSAU_RS14175	1633540	1633692	RSAU_RS14175-MONOMER	-				RSAU_001513
RSAU_RS12950	RSAU_RS12950	2570826	2571203	RSAU_RS12950-MONOMER	-				RSAU_002415
RSAU_RS07760	RSAU_RS07760	1578688	1579788	RSAU_RS07760-MONOMER	-				RSAU_001461
RSAU_RS13915	RSAU_RS13915	529944	530087	RSAU_RS13915-MONOMER	+				RSAU_000486
RSAU_RS05770	RSAU_RS05770	1175985	1176188	RSAU_RS05770-MONOMER	-				RSAU_001096
RSAU_RS02840	RSAU_RS02840	605824	606444	RSAU_RS02840-MONOMER	+				RSAU_000553
RSAU_RS04135	RSAU_RS04135	851920	852114	RSAU_RS04135-MONOMER	+				RSAU_000790
RSAU_RS08500	RSAU_RS08500	1735737	1735820	RSAU_RS08500-MONOMER	-				
RSAU_RS10855	RSAU_RS10855	2171172	2172734	RSAU_RS10855-MONOMER	-		GO:0005215		RSAU_002029
RSAU_RS13250	RSAU_RS13250	2626139	2626804	RSAU_RS13250-MONOMER	-				RSAU_002468
RSAU_RS10585	RSAU_RS10585	2111303	2111533	RSAU_RS10585-MONOMER	-				
RSAU_RS12720	RSAU_RS12720	2521649	2522692	RSAU_RS12720-MONOMER	-		GO:0005215		RSAU_002374
RSAU_RS13415	RSAU_RS13415	2675761	2676714	RSAU_RS13415-MONOMER	+				RSAU_002499
RSAU_RS07920	RSAU_RS07920	1609456	1609584	RSAU_RS07920-MONOMER	-				
RSAU_RS01785	RSAU_RS01785	389558	391013	RSAU_RS01785-MONOMER	-				RSAU_000344
RSAU_RS13550	RSAU_RS13550	2698774	2699388	RSAU_RS13550-MONOMER	-			HISTSYN-PWY	RSAU_002524
RSAU_RS00405	RSAU_RS00405	93444	94682	RSAU_RS00405-MONOMER	+				RSAU_000085
RSAU_RS01915	RSAU_RS01915	414152	414937	RSAU_RS01915-MONOMER	+				RSAU_000369
RSAU_RS10035	RSAU_RS10035	2006193	2006828	RSAU_RS10035-MONOMER	-				RSAU_001879
RSAU_RS01605	RSAU_RS01605	359040	359543	RSAU_RS01605-MONOMER	+				RSAU_000311
RSAU_RS10460	RSAU_RS10460	2086401	2087000	RSAU_RS10460-MONOMER	-			PWY-7200 // PWY-7199	RSAU_001957
RSAU_RS09295	RSAU_RS09295	1867664	1867739	RSAU_RS09295-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001741
RSAU_RS06930	RSAU_RS06930	1412325	1413449	RSAU_RS06930-MONOMER	-				RSAU_001308
RSAU_RS09200	RSAU_RS09200	1865941	1866012	RSAU_RS09200-tRNA	-			TRNA-CHARGING-PWY // PWY-5921 // PWY0-1479	RSAU_001722
RSAU_RS01690	RSAU_RS01690	372789	374177	RSAU_RS01690-MONOMER	-		GO:0005215		RSAU_000326
RSAU_RS06525	RSAU_RS06525	1327594	1330299	RSAU_RS06525-MONOMER	+			FERMENTATION-PWY // TCA	RSAU_001232
RSAU_RS13060	RSAU_RS13060	2588441	2589517	RSAU_RS13060-MONOMER	-				RSAU_002437
RSAU_RS04330	RSAU_RS04330	885154	886650	RSAU_RS04330-MONOMER	-		GO:0005215		RSAU_000826
RSAU_RS00385	RSAU_RS00385	90260	90382	RSAU_RS00385-MONOMER	+				
RSAU_RS03675	RSAU_RS03675	765376	765531	RSAU_RS03675-MONOMER	+				
RSAU_RS02810	RSAU_RS02810	600720	600821	RSAU_RS02810-MONOMER	+				
RSAU_RS12285	RSAU_RS12285	2431850	2432449	RSAU_RS12285-MONOMER	-				RSAU_002289
RSAU_RS07000	RSAU_RS07000	1438652	1439002	RSAU_RS07000-MONOMER	-				RSAU_001320
RSAU_RS13235	RSAU_RS13235	2622381	2624381	RSAU_RS13235-MONOMER	-		GO:0005215		RSAU_002465
RSAU_RS11535	RSAU_RS11535	2286313	2286669	RSAU_RS11535-MONOMER	+				RSAU_002154
RSAU_RS05660	RSAU_RS05660	1152128	1152925	RSAU_RS05660-MONOMER	+				RSAU_001075
RSAU_RS11710	RSAU_RS11710	2321017	2321664	RSAU_RS11710-MONOMER	-				RSAU_002187
RSAU_RS06740	RSAU_RS06740	1376601	1377806	RSAU_RS06740-MONOMER	+			HOMOSERSYN-PWY // PWY-2941	RSAU_001272
RSAU_RS01830	RSAU_RS01830	398462	398599	RSAU_RS01830-MONOMER	+				
RSAU_RS13380	RSAU_RS13380	2659653	2662043	RSAU_RS13380-MONOMER	-				RSAU_002492
RSAU_RS08335	RSAU_RS08335	1699889	1701007	RSAU_RS08335-MONOMER	-			PWY1-2	RSAU_001566
RSAU_RS04325	RSAU_RS04325	884673	885152	RSAU_RS04325-MONOMER	-		GO:0005215		RSAU_000825
RSAU_RS03950	RSAU_RS03950	823227	823691	RSAU_RS03950-MONOMER	+				RSAU_000759
RSAU_RS02500	RSAU_RS02500	529260	529829	RSAU_RS02500-MONOMER	+				RSAU_000485
RSAU_RS02485	RSAU_RS02485	527497	527901	RSAU_RS02485-MONOMER	+				RSAU_000482
RSAU_RS03425	RSAU_RS03425	714849	715136	RSAU_RS03425-MONOMER	+				RSAU_000665
RSAU_RS00810	RSAU_RS00810	194637	195131	RSAU_RS00810-MONOMER	-				RSAU_000164
RSAU_RS08815	RSAU_RS08815	1803674	1803859	RSAU_RS08815-MONOMER	-				
RSAU_RS01820	RSAU_RS01820	396287	396982	RSAU_RS01820-MONOMER	+				RSAU_000353
RSAU_RS08865	RSAU_RS08865	1811607	1812827	RSAU_RS08865-MONOMER	-				RSAU_001664
RSAU_RS00950	RSAU_RS00950	227746	227850	RSAU_RS00950-MONOMER	+				
RSAU_RS10145	RSAU_RS10145	2027763	2030685	RSAU_RS10145-rRNA	-				RSAU_001898
RSAU_RS03095	RSAU_RS03095	653499	653849	RSAU_RS03095-MONOMER	+				RSAU_000606
RSAU_RS02490	RSAU_RS02490	527909	528655	RSAU_RS02490-MONOMER	+				RSAU_000483
RSAU_RS04450	RSAU_RS04450	916884	918698	RSAU_RS04450-MONOMER	+				RSAU_000850
RSAU_RS09170	RSAU_RS09170	1861491	1862213	RSAU_RS09170-MONOMER	-		GO:0005215		RSAU_001716
RSAU_RS07640	RSAU_RS07640	1555612	1556310	RSAU_RS07640-MONOMER	-				RSAU_001437
RSAU_RS01985	RSAU_RS01985	427019	429724	RSAU_RS01985-MONOMER	+				RSAU_000386
RSAU_RS00760	RSAU_RS00760	183685	184458	RSAU_RS00760-MONOMER	-				RSAU_000154
RSAU_RS09290	RSAU_RS09290	1867579	1867660	RSAU_RS09290-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001740
RSAU_RS02510	RSAU_RS02510	530338	530886	RSAU_RS02510-MONOMER	+				RSAU_000488
RSAU_RS10485	RSAU_RS10485	2091371	2092630	RSAU_RS10485-MONOMER	-			PWY-6386 // PWY0-1261	RSAU_001962
RSAU_RS08710	RSAU_RS08710	1785004	1785639	RSAU_RS08710-MONOMER	+				RSAU_001635
RSAU_RS06110	RSAU_RS06110	1251514	1252779	RSAU_RS06110-MONOMER	+				RSAU_001161
RSAU_RS00720	RSAU_RS00720	170259	171128	RSAU_RS00720-MONOMER	+				RSAU_000146
RSAU_RS06330	RSAU_RS06330	1293745	1293993	RSAU_RS06330-MONOMER	+				RSAU_001199
RSAU_RS11270	RSAU_RS11270	2238295	2238741	RSAU_RS11270-MONOMER	-				RSAU_002105
RSAU_RS05485	RSAU_RS05485	1117665	1117898	RSAU_RS05485-MONOMER	-				RSAU_001043
RSAU_RS04600	RSAU_RS04600	949493	950299	RSAU_RS04600-MONOMER	-				RSAU_000880
RSAU_RS00895	RSAU_RS00895	215959	217536	RSAU_RS00895-MONOMER	-				RSAU_000180
RSAU_RS07090	RSAU_RS07090	1457887	1458951	RSAU_RS07090-MONOMER	-			ARO-PWY // PWY-6164	RSAU_001337
RSAU_RS13110	RSAU_RS13110	2598672	2599088	RSAU_RS13110-MONOMER	+				RSAU_002446
RSAU_RS10850	RSAU_RS10850	2170461	2170997	RSAU_RS10850-MONOMER	-				RSAU_002028
RSAU_RS09750	RSAU_RS09750	1956095	1956658	RSAU_RS09750-MONOMER	+				RSAU_001824
RSAU_RS00520	RSAU_RS00520	119722	120750	RSAU_RS00520-MONOMER	+				RSAU_000107
RSAU_RS09085	RSAU_RS09085	1845381	1848317	RSAU_RS09085-MONOMER	-				RSAU_001702
RSAU_RS05145	RSAU_RS05145	1055995	1056534	RSAU_RS05145-MONOMER	+				RSAU_000983
RSAU_RS08615	RSAU_RS08615	1768571	1769524	RSAU_RS08615-MONOMER	+				RSAU_001617
RSAU_RS09155	RSAU_RS09155	1858979	1859578	RSAU_RS09155-MONOMER	-			GLCMANNANAUT-PWY // GLUAMCAT-PWY	RSAU_001713
RSAU_RS05935	RSAU_RS05935	1209862	1211028	RSAU_RS05935-MONOMER	+			TCA	RSAU_001127
RSAU_RS09035	RSAU_RS09035	1836917	1837954	RSAU_RS09035-MONOMER	-			HEMESYN2-PWY	RSAU_001693
RSAU_RS12515	RSAU_RS12515	2473434	2474192	RSAU_RS12515-MONOMER	-				RSAU_002331
RSAU_RS00970	RSAU_RS00970	231057	232316	RSAU_RS00970-MONOMER	+		GO:0005215		RSAU_000192
RSAU_RS09400	RSAU_RS09400	1886580	1887398	RSAU_RS09400-MONOMER	-				RSAU_001760
RSAU_RS13700	RSAU_RS13700	2728787	2729221	RSAU_RS13700-MONOMER	-				RSAU_002555
RSAU_RS00245	RSAU_RS00245	55939	57315	RSAU_RS00245-MONOMER	+				RSAU_000055
RSAU_RS02145	RSAU_RS02145	466451	467788	RSAU_RS02145-MONOMER	+				RSAU_000418
RSAU_RS02895	RSAU_RS02895	614235	614651	RSAU_RS02895-MONOMER	+				RSAU_000563
RSAU_RS10475	RSAU_RS10475	2089281	2090708	RSAU_RS10475-MONOMER	-				RSAU_001960
RSAU_RS06020	RSAU_RS06020	1226523	1227293	RSAU_RS06020-MONOMER	+			PWY-5785	RSAU_001142
RSAU_RS04085	RSAU_RS04085	844848	845168	RSAU_RS04085-MONOMER	-				RSAU_000781
RSAU_RS13475	RSAU_RS13475	2685999	2687237	RSAU_RS13475-MONOMER	+				RSAU_002511
RSAU_RS04640	RSAU_RS04640	955662	957506	RSAU_RS04640-MONOMER	+		GO:0005215		RSAU_000888
RSAU_RS11420	RSAU_RS11420	2263593	2264993	RSAU_RS11420-MONOMER	-		GO:0005215		RSAU_002133
RSAU_RS07150	RSAU_RS07150	1469011	1469202	RSAU_RS07150-MONOMER	-				
RSAU_RS12465	RSAU_RS12465	2465463	2465750	RSAU_RS12465-MONOMER	-				RSAU_002321
RSAU_RS00345	RSAU_RS00345	83090	84940	RSAU_RS00345-MONOMER	+			PWY-8008	RSAU_000075
RSAU_RS08980	RSAU_RS08980	1832572	1832643	RSAU_RS08980-tRNA	-			PWY-5188 // TRNA-CHARGING-PWY // PWY0-1479	RSAU_001683
RSAU_RS14145	RSAU_RS14145	1402563	1402762	RSAU_RS14145-MONOMER	-				
RSAU_RS00410	RSAU_RS00410	94672	96102	RSAU_RS00410-MONOMER	+				RSAU_000086
RSAU_RS09620	RSAU_RS09620	1928621	1930090	RSAU_RS09620-MONOMER	-				RSAU_001800
RSAU_RS03540	RSAU_RS03540	736655	737074	RSAU_RS03540-MONOMER	-			PWY-6703	RSAU_000686
RSAU_RS02965	RSAU_RS02965	626655	627215	RSAU_RS02965-MONOMER	+				RSAU_000577
RSAU_RS07040	RSAU_RS07040	1446488	1449182	RSAU_RS07040-MONOMER	-				RSAU_001327
RSAU_RS01465	RSAU_RS01465	332014	333075	RSAU_RS01465-MONOMER	+				RSAU_000284
RSAU_RS07685	RSAU_RS07685	1564954	1565580	RSAU_RS07685-MONOMER	-				RSAU_001446
RSAU_RS02695	RSAU_RS02695	578816	579463	RSAU_RS02695-MONOMER	+				RSAU_000526
RSAU_RS12510	RSAU_RS12510	2472549	2473322	RSAU_RS12510-MONOMER	-				RSAU_002330
RSAU_RS04615	RSAU_RS04615	951570	951917	RSAU_RS04615-MONOMER	+				RSAU_000883
RSAU_RS12600	RSAU_RS12600	2496257	2496673	RSAU_RS12600-MONOMER	-				RSAU_002347
RSAU_RS07705	RSAU_RS07705	1570543	1570794	RSAU_RS07705-MONOMER	+				RSAU_001450
RSAU_RS08320	RSAU_RS08320	1697653	1698342	RSAU_RS08320-MONOMER	-				RSAU_001564
RSAU_RS02385	RSAU_RS02385	505182	505258	RSAU_RS02385-tRNA	+			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_000463
RSAU_RS13035	RSAU_RS13035	2584739	2585188	RSAU_RS13035-MONOMER	+				RSAU_002433
RSAU_RS11110	RSAU_RS11110	2213360	2213623	RSAU_RS11110-MONOMER	-				RSAU_002077
RSAU_RS07170	RSAU_RS07170	1470202	1471170	RSAU_RS07170-MONOMER	+			ASPARAGINE-DEG1-PWY	RSAU_001349
RSAU_RS00790	RSAU_RS00790	190098	190937	RSAU_RS00790-MONOMER	+				RSAU_000160
RSAU_RS11020	RSAU_RS11020	2204561	2204929	RSAU_RS11020-MONOMER	-				RSAU_002059
RSAU_RS06435	RSAU_RS06435	1309125	1310579	RSAU_RS06435-MONOMER	-		GO:0005215		RSAU_001215
RSAU_RS04665	RSAU_RS04665	962813	963538	RSAU_RS04665-MONOMER	+				RSAU_000893
RSAU_RS08310	RSAU_RS08310	1695404	1696702	RSAU_RS08310-MONOMER	-				RSAU_001562
RSAU_RS04965	RSAU_RS04965	1020672	1021532	RSAU_RS04965-MONOMER	-			1CMET2-PWY // PWY-1722 // PWY-6613	RSAU_000950
RSAU_RS12320	RSAU_RS12320	2440777	2441043	RSAU_RS12320-MONOMER	-				
RSAU_RS06765	RSAU_RS06765	1381356	1382507	RSAU_RS06765-MONOMER	+				RSAU_001277
RSAU_RS01490	RSAU_RS01490	336652	337881	RSAU_RS01490-MONOMER	+			HEMESYN2-PWY	RSAU_000289
RSAU_RS13155	RSAU_RS13155	2609013	2609108	RSAU_RS13155-MONOMER	+				
RSAU_RS04800	RSAU_RS04800	987263	987529	RSAU_RS04800-MONOMER	+		GO:0005215		RSAU_000922
RSAU_RS09075	RSAU_RS09075	1843360	1844322	RSAU_RS09075-MONOMER	+				RSAU_001700
RSAU_RS11645	RSAU_RS11645	2307772	2308098	RSAU_RS11645-MONOMER	-				RSAU_002174
RSAU_RS09730	RSAU_RS09730	1952897	1953937	RSAU_RS09730-MONOMER	+				RSAU_001820
RSAU_RS08985	RSAU_RS08985	1832645	1832719	RSAU_RS08985-tRNA	-			TRNA-CHARGING-PWY // PWY0-1479	RSAU_001684
RSAU_RS12180	RSAU_RS12180	2411635	2412294	RSAU_RS12180-MONOMER	+				RSAU_002273
RSAU_RS11005	RSAU_RS11005	2201561	2202367	RSAU_RS11005-MONOMER	-				RSAU_002056
RSAU_RS06060	RSAU_RS06060	1238131	1238448	RSAU_RS06060-MONOMER	+				RSAU_001151
RSAU_RS00130	RSAU_RS00130	33249	33728	RSAU_RS00130-MONOMER	+				RSAU_000027
RSAU_RS05465	RSAU_RS05465	1115848	1116198	RSAU_RS05465-MONOMER	+				RSAU_001041
RSAU_RS08415	RSAU_RS08415	1715938	1716033	RSAU_RS08415-MONOMER	+				
RSAU_RS01890	RSAU_RS01890	409446	410144	RSAU_RS01890-MONOMER	+				RSAU_000364
RSAU_RS01255	RSAU_RS01255	289322	290005	RSAU_RS01255-MONOMER	+				RSAU_000244
RSAU_RS06015	RSAU_RS06015	1225596	1226150	RSAU_RS06015-MONOMER	+				RSAU_001141
RSAU_RS12040	RSAU_RS12040	2385595	2385957	RSAU_RS12040-MONOMER	-				RSAU_002248
RSAU_RS09265	RSAU_RS09265	1867134	1867209	RSAU_RS09265-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001735
RSAU_RS08375	RSAU_RS08375	1708352	1710046	RSAU_RS08375-MONOMER	-				RSAU_001574
RSAU_RS06815	RSAU_RS06815	1388086	1389222	RSAU_RS06815-MONOMER	+				RSAU_001286
RSAU_RS13710	RSAU_RS13710	2730252	2731091	RSAU_RS13710-MONOMER	-				RSAU_002557
RSAU_RS05450	RSAU_RS05450	1113360	1113761	RSAU_RS05450-MONOMER	-				RSAU_001038
RSAU_RS08210	RSAU_RS08210	1667193	1668593	RSAU_RS08210-MONOMER	-				RSAU_001543
RSAU_RS13140	RSAU_RS13140	2604992	2605204	RSAU_RS13140-MONOMER	-				RSAU_002451
RSAU_RS13785	RSAU_RS13785	36915	38570	RSAU_RS13785-MONOMER	+				
RSAU_RS07015	RSAU_RS07015	1440165	1442348	RSAU_RS07015-MONOMER	+				RSAU_001322
RSAU_RS01550	RSAU_RS01550	347228	347980	RSAU_RS01550-MONOMER	-				RSAU_000300
RSAU_RS14710	RSAU_RS14710	2721646	2721786	RSAU_RS14710-MONOMER	+				
RSAU_RS00765	RSAU_RS00765	184648	185274	RSAU_RS00765-MONOMER	-				RSAU_000155
RSAU_RS03935	RSAU_RS03935	819697	819930	RSAU_RS03935-MONOMER	+				RSAU_000756
RSAU_RS10260	RSAU_RS10260	2051827	2052522	RSAU_RS10260-MONOMER	+				RSAU_001919
RSAU_RS08895	RSAU_RS08895	1817250	1817972	RSAU_RS08895-MONOMER	-				RSAU_001669
RSAU_RS09015	RSAU_RS09015	1833643	1834197	RSAU_RS09015-MONOMER	-				RSAU_001690
RSAU_RS05365	RSAU_RS05365	1097641	1098579	RSAU_RS05365-MONOMER	-				RSAU_001024
RSAU_RS08120	RSAU_RS08120	1651242	1651910	RSAU_RS08120-MONOMER	-			PWY-5188	RSAU_001528
RSAU_RS03695	RSAU_RS03695	768361	769389	RSAU_RS03695-MONOMER	+		GO:0005215		RSAU_000711
RSAU_RS06860	RSAU_RS06860	1401077	1401736	RSAU_RS06860-MONOMER	-				RSAU_001295
RSAU_RS02110	RSAU_RS02110	457242	458939	RSAU_RS02110-MONOMER	+				RSAU_000412
RSAU_RS05640	RSAU_RS05640	1147044	1147334	RSAU_RS05640-MONOMER	+				RSAU_001071
RSAU_RS00730	RSAU_RS00730	174286	175149	RSAU_RS00730-MONOMER	+				RSAU_000148
RSAU_RS04455	RSAU_RS04455	918901	921510	RSAU_RS04455-MONOMER	+				RSAU_000851
RSAU_RS11265	RSAU_RS11265	2238056	2238289	RSAU_RS11265-MONOMER	-				RSAU_002104
RSAU_RS12365	RSAU_RS12365	2447793	2448662	RSAU_RS12365-MONOMER	-		GO:0005215		RSAU_002303
RSAU_RS04355	RSAU_RS04355	890388	890981	RSAU_RS04355-MONOMER	+				RSAU_000831
RSAU_RS05360	RSAU_RS05360	1095064	1097466	RSAU_RS05360-MONOMER	+			TRNA-CHARGING-PWY	RSAU_001023
RSAU_RS06705	RSAU_RS06705	1368214	1368855	RSAU_RS06705-MONOMER	-				RSAU_001265
RSAU_RS10225	RSAU_RS10225	2042332	2043915	RSAU_RS10225-MONOMER	-				RSAU_001913
RSAU_RS12530	RSAU_RS12530	2478042	2479679	RSAU_RS12530-MONOMER	+			PWY-6317 // PWY-7343	RSAU_002334
RSAU_RS08995	RSAU_RS08995	1832823	1832898	RSAU_RS08995-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001686
RSAU_RS07140	RSAU_RS07140	1466904	1467389	RSAU_RS07140-MONOMER	-				RSAU_001346
RSAU_RS12345	RSAU_RS12345	2444061	2444810	RSAU_RS12345-MONOMER	+				RSAU_002299
RSAU_RS04365	RSAU_RS04365	892136	893263	RSAU_RS04365-MONOMER	+				RSAU_000833
RSAU_RS11095	RSAU_RS11095	2212041	2212580	RSAU_RS11095-MONOMER	-				RSAU_002074
RSAU_RS11190	RSAU_RS11190	2224253	2225116	RSAU_RS11190-MONOMER	+		GO:0005215		RSAU_002092
RSAU_RS02880	RSAU_RS02880	611930	612451	RSAU_RS02880-MONOMER	+				RSAU_000561
