"Scaffold DIA 4.2.2"
"WU333373_ScaffoldDIA_DIANN19_allSA6850_PrX_db5_result_wCategories_OG.sdia"
"Summarization hierarchy: {0804_vs_rest}"
"   Comparison Level: 0804_vs_rest"
"   Biological Replicate Level: MS Sample"
"   Technical Replicate Level: MS Sample"
"The data below is summarized at the level of (0804_vs_rest)"
"Statistical test: t-test"
""
"","","","","","","","","","","Log2  Fold Change (Total  Intensity) (Normalized)",""
"1757","true","Empty","[locus_tag=RSAU_000942] [protein=putative DUF2538-containing protein] [protein_id=AGU54774.1] [location=complement(1011166..1011636)] [gbkey=CDS] BLASTORTHO sp_P0A0Q4_Y996_STAA8 evalue=2.64744e-117","lcl_CP006706.1_prot_AGU54774.1_890","18 kDa","0.9999984083400477","2","100%","0.42","0.587","0.000"
"1758","true","Empty","[gene=cspB] [locus_tag=RSAU_002553] [protein=cold shock protein CspB] [protein_id=AGU56304.1] [location=2727640..2727840] [gbkey=CDS] BLASTORTHO tr_Q2FUQ9_Q2FUQ9_STAA8 evalue=3.55713e-44","lcl_CP006706.1_prot_AGU56304.1_2420","7 kDa","0.99999840090004","2","100%","< 0.0001","-2.41","0.000"
"1759","true","Empty","[gene=mnhD2] [locus_tag=RSAU_000826] [protein=NA+/H+ antiporter subunit D] [protein_id=AGU54662.1] [location=complement(885154..886650)] [gbkey=CDS] BLASTORTHO sp_Q2G2H7_MNHD1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54662.1_778","55 kDa","0.9999983336799687","2","100%","0.00022","-0.505","0.000"
"1760","true","Empty","[locus_tag=RSAU_000164] [protein=hypothetical protein] [protein_id=AGU54037.1] [location=complement(194637..195131)] [gbkey=CDS] BLASTORTHO tr_Q2G1E3_Q2G1E3_STAA8 evalue=2.22591e-116","lcl_CP006706.1_prot_AGU54037.1_153","19 kDa","0.9999983336799687","2","100%","< 0.0001","-1.35","0.000"
"1761","true","Empty","[gene=ylmG] [locus_tag=RSAU_001071] [protein=YlmG membrane protein] [protein_id=AGU54902.1] [location=1147044..1147334] [gbkey=CDS] BLASTORTHO tr_Q2FZ85_Q2FZ85_STAA8 evalue=1.08394e-63","lcl_CP006706.1_prot_AGU54902.1_1018","11 kDa","0.9999982952100481","2","100%","0.15","0.646","0.000"
"1762","true","Empty","[gene=dltC] [locus_tag=RSAU_000811] [protein=D-alanine--poly(phosphoribitol) ligase subunit 2 DltC] [protein_id=AGU54647.1] [location=872811..873047] [gbkey=CDS] BLASTORTHO sp_Q2FZW4_DLTC_STAA8 evalue=2.77967e-51","lcl_CP006706.1_prot_AGU54647.1_763","9 kDa","0.9999982629100259","2","100%","0.41","-0.0581","0.000"
"1763","true","Empty","[gene=dmpI] [locus_tag=RSAU_001244] [protein=4-oxalocrotonate tautomerase, putative] [protein_id=AGU55073.1] [location=complement(1346361..1346549)] [gbkey=CDS] BLASTORTHO tr_Q2G2M0_Q2G2M0_STAA8 evalue=2.28409e-41","lcl_CP006706.1_prot_AGU55073.1_1189","7 kDa","0.9999982470700388","2","100%","0.0056","1.18","0.000"
"1764","true","Empty","[gene=agrB] [locus_tag=RSAU_001869] [protein=accessory gene regulator protein B] [protein_id=AGU55641.1] [location=1996220..1996783] [gbkey=CDS] BLASTORTHO sp_Q2FWM7_AGRB_STAA8 evalue=2.92077e-120","lcl_CP006706.1_prot_AGU55641.1_1757","22 kDa","0.9999981268999818","2","100%","0.16","-0.798","0.000"
"1765","true","Empty","RSAU_002477; ornithine carbamoyltransferase%2C catabolic (OTCase)","pseudoOrframeshift28_rev_frm3","38 kDa","0.9999980989499591","2","100%","0.067","-1.82","0.000"
"1766","true","Empty","[locus_tag=RSAU_000777] [protein=acetyltransferase, putative] [protein_id=AGU54613.1] [location=complement(841897..842391)] [gbkey=CDS] BLASTORTHO tr_Q2G1T4_Q2G1T4_STAA8 evalue=4.23234e-120","lcl_CP006706.1_prot_AGU54613.1_729","19 kDa","0.999998077940063","2","100%","< 0.0001","-1.39","0.000"
"1767","true","Empty","[locus_tag=RSAU_002394] [protein=transcriptional regulator, putative] [protein_id=AGU56148.1] [location=2546706..2547254] [gbkey=CDS] BLASTORTHO tr_Q2FV69_Q2FV69_STAA8 evalue=2.07631e-106","lcl_CP006706.1_prot_AGU56148.1_2264","22 kDa","0.9999980126199262","2","100%","0.83","-0.104","0.000"
"1768","true","Empty","[gene=cysG] [locus_tag=RSAU_002460] [protein=precorrin-2 dehydrogenase] [protein_id=AGU56212.1] [location=complement(2617516..2618121)] [gbkey=CDS] BLASTORTHO tr_Q2FUZ9_Q2FUZ9_STAA8 evalue=6.75215e-131","lcl_CP006706.1_prot_AGU56212.1_2328","23 kDa","0.9999979853300829","2","100%","0.54","-0.248","0.000"
"1769","true","Empty","[gene=panD] [locus_tag=RSAU_002438] [protein=aspartate alpha-decarboxylase PanD] [protein_id=AGU56190.1] [location=complement(2589860..2590243)] [gbkey=CDS] BLASTORTHO sp_Q2FV23_PAND_STAA8 evalue=5.54042e-89","lcl_CP006706.1_prot_AGU56190.1_2306","14 kDa","0.9999973348299136","2","100%","0.30","-0.00615","0.000"
"1770","true","Empty","[gene=mnhC2] [locus_tag=RSAU_000827] [protein=NA+/H+ antiporter subunit C] [protein_id=AGU54663.1] [location=complement(886643..887041)] [gbkey=CDS] BLASTORTHO sp_Q2FZV3_MNHC1_STAA8 evalue=3.3753e-78","lcl_CP006706.1_prot_AGU54663.1_779","15 kDa","0.99999715844001","2","100%","0.024","-0.336","0.000"
"1771","true","Empty","[locus_tag=RSAU_000549] [protein=hypothetical protein] [protein_id=AGU54395.1] [location=602688..603329] [gbkey=CDS] BLASTORTHO tr_Q2G0H0_Q2G0H0_STAA8 evalue=1.16071e-128","lcl_CP006706.1_prot_AGU54395.1_511","25 kDa","0.9999971231700329","2","100%","0.23","0.867","0.000"
"1772","true","Empty","[gene=rot] [locus_tag=RSAU_001619] [protein=repressor of toxins transcriptional regulator Rot] [protein_id=AGU55440.1] [location=complement(1770204..1770605)] [gbkey=CDS] BLASTORTHO sp_Q9RFJ6_ROT_STAA8 evalue=3.83747e-95","lcl_CP006706.1_prot_AGU55440.1_1556","16 kDa","0.9999958162002258","2","100%","0.057","-0.877","0.000"
"1773","true","Empty","[gene=nrdG] [locus_tag=RSAU_002457] [protein=anaerobic ribonucleotide reductase, small chain] [protein_id=AGU56209.1] [location=complement(2613039..2613575)] [gbkey=CDS] BLASTORTHO tr_Q2FV03_Q2FV03_STAA8 evalue=1.75336e-133","lcl_CP006706.1_prot_AGU56209.1_2325","20 kDa","0.9999956673300403","2","100%","0.0010","1.64","0.000"
"1774","true","Empty","[locus_tag=RSAU_001263] [protein=membrane protein, putative] [protein_id=AGU55092.1] [location=complement(1365709..1366053)] [gbkey=CDS] BLASTORTHO tr_Q2FYQ3_Q2FYQ3_STAA8 evalue=6.02641e-82","lcl_CP006706.1_prot_AGU55092.1_1208","14 kDa","0.9999948042700453","2","100%","0.037","0.793","0.000"
"1775","true","Empty","[gene=folK] [locus_tag=RSAU_000455] [protein=2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase, putative] [protein_id=AGU54318.1] [location=501540..502016] [gbkey=CDS] BLASTORTHO tr_Q2G0Q5_Q2G0Q5_STAA8 evalue=1.41688e-116","lcl_CP006706.1_prot_AGU54318.1_434","18 kDa","0.9999943533498481","2","100%","0.63","0.149","0.000"
"1776","true","Empty","[locus_tag=RSAU_001199] [protein=hypothetical protein] [protein_id=AGU55029.1] [location=1293745..1293993] [gbkey=CDS] BLASTORTHO tr_Q2FYX6_Q2FYX6_STAA8 evalue=3.73853e-57","lcl_CP006706.1_prot_AGU55029.1_1145","10 kDa","0.9999932879400149","2","100%","0.16","-0.470","0.000"
"1777","true","Empty","[gene=ribH] [locus_tag=RSAU_001622] [protein=6,7-dimethyl-8-ribityllumazine synthase] [protein_id=AGU55443.1] [location=complement(1773362..1773826)] [gbkey=CDS] BLASTORTHO sp_Q2FXG2_RISB_STAA8 evalue=8.2212e-112","lcl_CP006706.1_prot_AGU55443.1_1559","16 kDa","0.9999931598099465","2","100%","0.20","0.899","0.000"
"1778","true","Empty","[gene=psmA1] [locus_tag=RSAU_000384] [protein=phenol-soluble modulin alpha 1] [protein_id=AGU54253.1] [location=complement(424937..425002)] [gbkey=CDS] BLASTORTHO sp_P0C7Y1_PSMA1_STAA8 evalue=7.90942e-09","lcl_CP006706.1_prot_AGU54253.1_369","2 kDa","0.99999289562993","2","50%","0.12","1.92","0.000"
"1779","true","Empty","[gene=acpS] [locus_tag=RSAU_001911] [protein=holo-[acyl-carrier-protein] synthase] [protein_id=AGU55677.1] [location=complement(2041491..2041850)] [gbkey=CDS] BLASTORTHO sp_Q9ZAH6_ACPS_STAA8 evalue=2.78793e-86","lcl_CP006706.1_prot_AGU55677.1_1793","14 kDa","0.9999901974197201","2","100%","0.68","0.0416","0.000"
"1780","true","Empty","[locus_tag=RSAU_001618] [protein=SAM-dependent methyltransferase, putative] [protein_id=AGU55439.1] [location=1769521..1770084] [gbkey=CDS] BLASTORTHO tr_Q2FXG9_Q2FXG9_STAA8 evalue=5.24228e-138","lcl_CP006706.1_prot_AGU55439.1_1555","21 kDa","0.9999888123002165","2","100%","0.90","0.148","0.000"
"1781","true","Empty","[gene=mnhG2] [locus_tag=RSAU_000823] [protein=NA+/H+ antiporter subunit G] [protein_id=AGU54659.1] [location=complement(884046..884402)] [gbkey=CDS] BLASTORTHO sp_Q2G2H9_MNHG1_STAA8 evalue=4.7463e-81","lcl_CP006706.1_prot_AGU54659.1_775","13 kDa","0.9999846923001314","2","100%","0.12","-0.375","0.000"
"1782","true","Empty","[locus_tag=RSAU_002293] [protein=metal resistance protein, putative] [protein_id=AGU56047.1] [location=complement(2437570..2438346)] [gbkey=CDS] BLASTORTHO tr_Q2FVG1_Q2FVG1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56047.1_2163","28 kDa","0.9999822919999133","2","100%","< 0.0001","-1.44","0.000"
"1783","true","Empty","Group of  zz_FGCZCont0117_P02668_CASK_BOVIN blastpHomologue_6.0e-139","zz_Y-FGCZCont00118_ (+1)","","0.9999821835008333","2","100%","0.59","-0.0828","0.000"
"1783.1","true","Empty"," zz_FGCZCont0117_P02668_CASK_BOVIN blastpHomologue_6.0e-139","zz_Y-FGCZCont00118_","21 kDa","0.9999821835008333","2","100%","0.59","-0.0828","0.000"
"1783.2","true","Empty"," P02668 SWISS-PROT:P02668 Kappa-casein [Contains: Casoxin C; Casoxin 6; Casoxin A; Casoxin B; Casoplatelin] - Bos taurus (Bovine).","zz_Y-FGCZCont00378_","19 kDa","0.9999821835008333","2","100%","0.59","-0.0828","0.000"
"1784","true","Empty","[locus_tag=RSAU_000881] [protein=hypothetical protein] [protein_id=AGU54715.1] [location=complement(950322..950687)] [gbkey=CDS] BLASTORTHO tr_Q2G202_Q2G202_STAA8 evalue=1.22966e-76","lcl_CP006706.1_prot_AGU54715.1_831","14 kDa","0.9999815729006514","2","100%","0.61","-0.898","0.000"
"1785","true","Empty","[gene=dhaM] [locus_tag=RSAU_000628] [protein=dihydroxyacetone kinase, phosphotransfer subunit, putative] [protein_id=AGU54466.1] [location=678766..679128] [gbkey=CDS] BLASTORTHO tr_Q2G0E8_Q2G0E8_STAA8 evalue=2.68314e-83","lcl_CP006706.1_prot_AGU54466.1_582","13 kDa","0.9999750785991637","2","100%","0.030","1.03","0.000"
"1786","true","Empty","[locus_tag=RSAU_000526] [protein=Haloacid dehalogenase-like hydrolase, putative] [protein_id=AGU54373.1] [location=578816..579463] [gbkey=CDS] BLASTORTHO tr_Q2G0K5_Q2G0K5_STAA8 evalue=7.71929e-160","lcl_CP006706.1_prot_AGU54373.1_489","24 kDa","0.9999727319991507","2","100%","< 0.0001","-1.48","0.000"
"1787","true","Empty","[locus_tag=RSAU_001647] [protein=hypothetical protein with hemolytic domain] [protein_id=AGU55468.1] [location=1796208..1796465] [gbkey=CDS] BLASTORTHO sp_Q2G2V4_YIDD_STAA8 evalue=4.5208e-61","lcl_CP006706.1_prot_AGU55468.1_1584","10 kDa","0.9999712529006501","2","100%","0.0020","-2.08","0.000"
"1788","true","Empty"," zz_FGCZCont0222_FGCZCont0222_FGCZCont0222 ambigous_blastpHomologue","zz_Y-FGCZCont00223_","2 kDa","0.9999695598999097","2","50%","0.85","0.689","0.000"
"1789","true","Empty","[gene=copB] [locus_tag=RSAU_002399] [protein=heavy-metal-(copper)-associated protein, putative] [protein_id=AGU56153.1] [location=2553362..2553568] [gbkey=CDS] BLASTORTHO sp_Q2FV63_COPZ_STAA8 evalue=1.17095e-44","lcl_CP006706.1_prot_AGU56153.1_2269","7 kDa","0.9999667670017516","2","100%","0.17","-0.480","0.000"
"1790","true","Empty","[locus_tag=RSAU_002482] [protein=hypothetical protein] [protein_id=AGU56233.1] [location=2642916..2643374] [gbkey=CDS] BLASTORTHO tr_Q2FUX2_Q2FUX2_STAA8 evalue=2.99876e-65","lcl_CP006706.1_prot_AGU56233.1_2349","16 kDa","0.9999633701991115","2","100%","0.58","-0.183","0.000"
"1791","true","Empty","[locus_tag=RSAU_002211] [protein=hypothetical protein] [protein_id=AGU55967.1] [location=complement(2346036..2346467)] [gbkey=CDS] BLASTORTHO tr_Q2FVP6_Q2FVP6_STAA8 evalue=3.88189e-101","lcl_CP006706.1_prot_AGU55967.1_2083","17 kDa","0.9999581152005703","2","100%","0.16","-0.633","0.000"
"1792","true","Empty","[locus_tag=RSAU_000784] [protein=putative DUF1963-containing protein] [protein_id=AGU54620.1] [location=846385..847263] [gbkey=CDS] BLASTORTHO tr_Q2FZZ6_Q2FZZ6_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54620.1_736","33 kDa","0.9999569676001556","2","100%","0.11","1.28","0.000"
"1793","true","Empty","[gene=secG] [locus_tag=RSAU_000756] [protein=preprotein translocase, SecG subunit] [protein_id=AGU54592.1] [location=819697..819930] [gbkey=CDS] BLASTORTHO sp_Q2G026_SECG_STAA8 evalue=9.67568e-50","lcl_CP006706.1_prot_AGU54592.1_708","8 kDa","0.9999529146989516","2","100%","0.21","0.635","0.000"
"1794","true","Empty","[locus_tag=RSAU_000366] [protein=hypothetical protein] [protein_id=AGU54235.1] [location=complement(411832..412140)] [gbkey=CDS] BLASTORTHO tr_Q2G0X2_Q2G0X2_STAA8 evalue=6.13857e-70","lcl_CP006706.1_prot_AGU54235.1_351","11 kDa","0.999939178898785","2","100%","0.60","-0.610","0.000"
"1795","true","Empty","[gene=tcaB] [locus_tag=RSAU_002189] [protein=teicoplanin resistance-associated Bcr/CflA subfamily drug resistance transporter, putative] [protein_id=AGU55945.1] [location=complement(2322566..2323774)] [gbkey=CDS] BLASTORTHO tr_Q2G2I3_Q2G2I3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55945.1_2061","44 kDa","0.999919552297797","2","100%","0.92","-0.173","0.000"
"1796","true","Empty","[gene=kdpC] [locus_tag=RSAU_001915] [protein=potassium-transporting ATPase, C subunit] [protein_id=AGU55681.1] [location=complement(2044596..2045156)] [gbkey=CDS] BLASTORTHO sp_Q2FWI1_KDPC_STAA8 evalue=6.98882e-137","lcl_CP006706.1_prot_AGU55681.1_1797","21 kDa","0.9999185402994044","2","100%","0.074","2.79","0.000"
"1797","true","Empty","[locus_tag=RSAU_001711] [protein=staphylococcal membrane protein, putative] [protein_id=AGU55519.1] [location=complement(1857748..1858143)] [gbkey=CDS] BLASTORTHO tr_Q2FX93_Q2FX93_STAA8 evalue=3.31354e-89","lcl_CP006706.1_prot_AGU55519.1_1635","14 kDa","0.9998747299978277","2","100%","0.89","0.567","0.000"
"1798","true","Empty","[gene=crtM] [locus_tag=RSAU_002403] [protein=squalene/phytoene synthase] [protein_id=AGU56157.1] [location=complement(2557780..2558643)] [gbkey=CDS] BLASTORTHO sp_Q2FV59_CRTM_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56157.1_2273","34 kDa","0.9998747299978277","2","100%","0.00034","-0.743","0.000"
"1799","true","Empty","[locus_tag=RSAU_001634] [protein=putative staphylococcal protein] [protein_id=AGU55455.1] [location=complement(1784263..1784706)] [gbkey=CDS] BLASTORTHO tr_Q2FXF0_Q2FXF0_STAA8 evalue=4.69795e-101","lcl_CP006706.1_prot_AGU55455.1_1571","17 kDa","0.9998747299978277","2","100%","0.017","2.19","0.000"
"1800","true","Empty","[locus_tag=RSAU_000277] [protein=PTS transport system IIA component, putative] [protein_id=AGU54149.1] [location=complement(324282..324725)] [gbkey=CDS] BLASTORTHO tr_Q2G143_Q2G143_STAA8 evalue=2.80564e-106","lcl_CP006706.1_prot_AGU54149.1_265","16 kDa","0.9998747299978277","2","100%","0.45","0.147","0.000"
"1801","true","Empty","[gene=thiN] [locus_tag=RSAU_001105] [protein=thiamine pyrophosphokinase] [protein_id=AGU54935.1] [location=1184800..1185441] [gbkey=CDS] BLASTORTHO tr_Q2FZ61_Q2FZ61_STAA8 evalue=6.69017e-160","lcl_CP006706.1_prot_AGU54935.1_1051","24 kDa","0.9998747299978277","2","100%","0.060","0.523","0.000"
"1802","true","Empty","[locus_tag=RSAU_000424] [protein=methyltransferase, putative] [protein_id=AGU54289.1] [location=471346..472071] [gbkey=CDS] BLASTORTHO tr_Q2G2X0_Q2G2X0_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54289.1_405","28 kDa","0.9998747299978277","2","100%","0.47","-0.120","0.000"
"1803","true","Empty","[locus_tag=RSAU_001209] [protein=aspartate kinase] [protein_id=AGU55039.1] [location=complement(1302567..1303949)] [gbkey=CDS] BLASTORTHO tr_Q2FYV5_Q2FYV5_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55039.1_1155","52 kDa","0.9998747299978277","2","100%","0.94","(-0.0463)","(0.000)"
"1804","true","Empty","Group of  zz_FGCZCont0181_P62987_RL40_HUMAN blastpHomologue_5.0e-50","zz_Y-FGCZCont00182_ (+1)","","0.9998747299978277","2","100%","0.21","-0.684","0.000"
"1804.1","true","Empty"," zz_FGCZCont0181_P62987_RL40_HUMAN blastpHomologue_5.0e-50","zz_Y-FGCZCont00182_","9 kDa","0.9998747299978277","2","100%","0.21","-0.684","0.000"
"1804.2","true","Empty"," sp_RS27A_HUMAN_","zz_Y-FGCZCont00482_","18 kDa","0.9998747299978277","2","100%","0.21","-0.684","0.000"
"1805","true","Empty","[locus_tag=RSAU_001369] [protein=short-chain dehydrogenase protein, putative] [protein_id=AGU55197.1] [location=complement(1490937..1491692)] [gbkey=CDS] BLASTORTHO tr_Q2FY69_Q2FY69_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55197.1_1313","28 kDa","0.9998747299978277","2","100%","0.052","1.13","0.000"
"1806","true","Empty","[locus_tag=RSAU_002529] [protein=Cobalt transport family ABC transporter, ATP-binding protein, putative] [protein_id=AGU56280.1] [location=complement(2703145..2704857)] [gbkey=CDS] BLASTORTHO tr_Q2FUT2_Q2FUT2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56280.1_2396","64 kDa","0.9998747299978277","2","100%","0.75","0.211","0.000"
"1807","true","Empty","[locus_tag=RSAU_001952] [protein=hypothetical protein with DUF436] [protein_id=AGU55718.1] [location=complement(2082324..2082848)] [gbkey=CDS] BLASTORTHO sp_Q2FWE4_Y2355_STAA8 evalue=5.79539e-129","lcl_CP006706.1_prot_AGU55718.1_1834","19 kDa","0.9998747299978277","2","100%","0.045","0.820","0.000"
"1808","true","Empty","[gene=gltS] [locus_tag=RSAU_002179] [protein=sodium/glutamate symporter, putative] [protein_id=AGU55935.1] [location=2312661..2313869] [gbkey=CDS] BLASTORTHO tr_Q2FVS0_Q2FVS0_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55935.1_2051","43 kDa","0.9998747299978277","2","100%","0.0018","-1.35","0.000"
"1809","true","Empty","[gene=ureF] [locus_tag=RSAU_002125] [protein=urease accessory protein UreF, putative] [protein_id=AGU55882.1] [location=2255510..2256199] [gbkey=CDS] BLASTORTHO sp_Q2G2K7_UREF_STAA8 evalue=4.50498e-176","lcl_CP006706.1_prot_AGU55882.1_1998","27 kDa","0.9998747299978277","2","100%","0.068","2.68","0.000"
"1810","true","Empty","[locus_tag=RSAU_002099] [protein=transcriptional regulator, putative] [protein_id=AGU55856.1] [location=2233731..2234171] [gbkey=CDS] BLASTORTHO tr_Q2FVZ1_Q2FVZ1_STAA8 evalue=5.36875e-106","lcl_CP006706.1_prot_AGU55856.1_1972","17 kDa","0.9998747299978277","2","100%","0.93","-0.108","0.000"
"1811","true","Empty"," zz_FGCZCont0192_P04040_CATA_HUMAN blastpHomologue_0.0","zz_Y-FGCZCont00193_","60 kDa","0.9998747299978277","2","100%","0.85","(1.70)","(0.000)"
"1812","true","Empty","[locus_tag=RSAU_000928] [protein=putative TM2-domain protein] [protein_id=AGU54760.1] [location=complement(993275..993490)] [gbkey=CDS] BLASTORTHO tr_Q2FZM2_Q2FZM2_STAA8 evalue=2.8438e-47","lcl_CP006706.1_prot_AGU54760.1_876","8 kDa","0.9998747299978277","2","100%","0.60","0.343","0.000"
"1813","true","Empty","[gene=esaB] [locus_tag=RSAU_000231] [protein=esaB] [protein_id=AGU54103.1] [location=276117..276359] [gbkey=CDS] BLASTORTHO tr_Q2G186_Q2G186_STAA8 evalue=2.73402e-54","lcl_CP006706.1_prot_AGU54103.1_219","9 kDa","0.9998747299978277","2","100%","0.19","1.17","0.000"
"1814","true","Empty","[gene=trpB] [locus_tag=RSAU_001253] [protein=tryptophan synthase, beta subunit] [protein_id=AGU55082.1] [location=1355255..1356469] [gbkey=CDS] BLASTORTHO sp_Q2FYR4_TRPB_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55082.1_1198","44 kDa","0.9998747299978277","2","100%","0.74","0.608","0.000"
"1815","true","Empty","[gene=aapA] [locus_tag=RSAU_001554] [protein=D-serine/D-alanine/glycine permease] [protein_id=AGU55378.1] [location=1682446..1683807] [gbkey=CDS] BLASTORTHO tr_Q2FXN2_Q2FXN2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55378.1_1494","50 kDa","0.9998747299978277","1","100%","0.55","-0.414","0.000"
"1816","true","Empty","[locus_tag=RSAU_002042] [protein=hypothetical protein with DUF3885] [protein_id=AGU55799.1] [location=complement(2185551..2186159)] [gbkey=CDS] BLASTORTHO tr_Q2FW59_Q2FW59_STAA8 evalue=3.33077e-144","lcl_CP006706.1_prot_AGU55799.1_1915","24 kDa","0.9998747299978277","2","100%","0.0049","-0.523","0.000"
"1817","true","Empty","[gene=rnhB] [locus_tag=RSAU_001126] [protein=ribonuclease HII] [protein_id=AGU54956.1] [location=1208986..1209753] [gbkey=CDS] BLASTORTHO sp_Q2FZ38_RNH2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54956.1_1072","28 kDa","0.9998747299978277","2","100%","0.15","-3.91","0.000"
"1818","true","Empty","[locus_tag=RSAU_000128] [protein=hypothetical protein] [protein_id=AGU54002.1] [location=140595..141629] [gbkey=CDS] BLASTORTHO tr_Q2G1I3_Q2G1I3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54002.1_118","39 kDa","0.9998747299978277","2","100%","0.85","0.531","0.000"
"1819","true","Empty"," P20930 SWISS-PROT:P20930 Tax_Id=9606 Gene_Symbol=FLG Filaggrin","zz_Y-FGCZCont00442_","435 kDa","0.9998747299978277","2","100%","0.78","(3.39)","(0.000)"
"1820","true","Empty","[gene=tyrA] [locus_tag=RSAU_001246] [protein=prephenate dehydrogenase] [protein_id=AGU55075.1] [location=complement(1348093..1349184)] [gbkey=CDS] BLASTORTHO sp_Q2FYS1_TYRA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55075.1_1191","40 kDa","0.9998747299978277","2","100%","0.77","-1.30","0.000"
"1821","true","Empty","[gene=yabJ] [locus_tag=RSAU_000434] [protein=adenine-mediated repressor of purine biosynthetic genes YabJ] [protein_id=AGU54299.1] [location=480198..480578] [gbkey=CDS] BLASTORTHO tr_Q2G0S6_Q2G0S6_STAA8 evalue=2.30758e-89","lcl_CP006706.1_prot_AGU54299.1_415","14 kDa","0.9998747299978277","2","100%","0.58","(-1.20)","0.000"
"1822","true","Empty","[locus_tag=RSAU_000377] [protein=hypothetical protein] [protein_id=AGU54246.1] [location=421408..421731] [gbkey=CDS] BLASTORTHO tr_Q2G0W7_Q2G0W7_STAA8 evalue=2.46427e-72","lcl_CP006706.1_prot_AGU54246.1_362","13 kDa","0.9998747299978277","2","100%","0.52","1.15","0.000"
